1	2019-07-17 06:10:00	2019-07-17 06:09:24	2019-07-17 06:10:24	2019-07-17 04:48:44	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	125	17	4	2	940	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	301	458	0	0	0	0	0	2	0	0
1	2019-07-17 06:10:00	2019-07-17 06:10:12	2019-07-17 06:10:42	2019-07-17 06:10:12	1	30	192.168.3.30	8081	192.168.3.34	50262	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	8	9	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	104	339	0	0	0	0	0	1	0	0
1	2019-07-17 06:11:00	2019-07-17 06:10:24	2019-07-17 06:11:24	2019-07-17 04:48:44	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	125	17	4	2	940	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	301	460	0	0	0	0	0	2	0	0
1	2019-07-17 06:11:00	2019-07-17 06:11:12	2019-07-17 06:11:42	2019-07-17 06:11:12	1	30	192.168.3.30	8081	192.168.3.34	50264	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	9	10	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	104	339	0	0	0	0	0	1	0	0
1	2019-07-17 06:12:00	2019-07-17 06:11:24	2019-07-17 06:12:24	2019-07-17 04:48:44	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	125	17	4	2	940	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	301	457	0	0	0	0	0	2	0	0
1	2019-07-17 06:12:00	2019-07-17 06:12:12	2019-07-17 06:12:42	2019-07-17 06:12:12	1	30	192.168.3.30	8081	192.168.3.34	50266	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	8	9	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	104	339	0	0	0	0	0	1	0	0
1	2019-07-17 06:13:00	2019-07-17 06:12:24	2019-07-17 06:13:24	2019-07-17 04:48:44	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	125	17	4	2	938	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	281	426	0	0	0	0	0	2	0	0
1	2019-07-17 06:13:00	2019-07-17 06:13:12	2019-07-17 06:13:42	2019-07-17 06:13:12	1	30	192.168.3.30	8081	192.168.3.34	50270	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	6	7	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	99	305	0	0	0	0	0	1	0	0
1	2019-07-17 06:14:00	2019-07-17 06:13:24	2019-07-17 06:14:24	2019-07-17 04:48:44	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	124	17	4	2	936	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	281	426	0	0	0	0	0	2	0	0
1	2019-07-17 06:14:00	2019-07-17 06:14:12	2019-07-17 06:14:42	2019-07-17 06:14:12	1	30	192.168.3.30	8081	192.168.3.34	50272	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	8	9	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	104	339	0	0	0	0	0	1	0	0
1	2019-07-17 06:10:00	2019-07-17 06:09:24	2019-07-17 06:10:24	2019-07-16 04:55:23	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	125	17	4	2	940	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	301	458	0	0	0	0	0	2	0	0
1	2019-07-17 06:10:00	2019-07-17 06:09:35	2019-07-17 06:10:35	2019-07-17 05:03:17	0	0	192.168.3.31	9200	192.168.3.29	49140	1	0	1	1	0	0	3	0.0000	0	0	0.0000	9	5	3001	788	197	24	14	5914	1480	100	100	100	0		0		0	0				0	0	0	999	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	1	1	0	0	223	1196	0	0	0	0	0	3	0	0
1	2019-07-17 06:10:00	2019-07-17 06:10:12	2019-07-17 06:10:42	2019-07-17 06:10:12	1	30	192.168.3.30	8081	192.168.3.34	50262	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	8	9	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	104	339	0	0	0	0	0	1	0	0
1	2019-07-17 06:11:00	2019-07-17 06:10:24	2019-07-17 06:11:24	2019-07-16 04:55:23	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	125	17	4	2	940	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	301	460	0	0	0	0	0	2	0	0
1	2019-07-17 06:11:00	2019-07-17 06:10:35	2019-07-17 06:11:35	2019-07-17 05:03:17	0	0	192.168.3.31	9200	192.168.3.29	49140	1	0	1	1	0	0	3	0.0000	0	0	0.0000	11	2	3002	790	198	24	14	5929	1486	100	100	100	0		0		0	0				0	0	0	999	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	246	1376	0	0	0	0	0	1	0	0
1	2019-07-17 06:11:00	2019-07-17 06:11:12	2019-07-17 06:11:42	2019-07-17 06:11:12	1	30	192.168.3.30	8081	192.168.3.34	50264	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	9	10	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	104	339	0	0	0	0	0	1	0	0
1	2019-07-17 06:12:00	2019-07-17 06:12:20	2019-07-17 06:12:20	2019-07-17 06:12:20	1	1	35.224.99.156	80	192.168.3.29	41730	11	0	11	11	0	0	0	0.0000	0	0	0.0000	50	1	51	54274	44705	3	3	346	285	100	100	100	0		0	connectivity-check.ubuntu.com	0	0				0	0	0	999	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	246	1376	0	0	0	0	0	1	0	0
1	2019-07-17 06:12:00	2019-07-17 06:11:24	2019-07-17 06:12:24	2019-07-16 04:55:23	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	125	17	4	2	940	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	301	457	0	0	0	0	0	2	0	0
1	2019-07-17 06:12:00	2019-07-17 06:09:48	2019-07-17 06:12:25	2019-07-17 02:52:21	0	0	35.164.43.181	443	192.168.3.29	44100	24	0	25	24	0	0	0	0.0000	0	0	0.0000	41	41	41	0	13	1	3	66	272	100	100	100	0		0		0	0				0	0	0	999	5	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	4	0	0	0	9	1	1	1	1	1	1	1	1	221	1167	0	0	0	0	0	2	0	1
1	2019-07-17 06:12:00	2019-07-17 06:11:35	2019-07-17 06:12:35	2019-07-17 05:03:17	0	0	192.168.3.31	9200	192.168.3.29	49140	1	0	1	1	0	0	3	0.0000	0	0	0.0000	7	5	2990	1045	657	31	21	7848	4937	100	100	100	0		0		0	0				0	0	0	999	5	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	4	0	0	0	9	1	1	1	1	1	1	1	1	221	1167	0	0	0	0	0	2	0	1
1	2019-07-17 06:12:00	2019-07-17 06:12:12	2019-07-17 06:12:42	2019-07-17 06:12:12	1	30	192.168.3.30	8081	192.168.3.34	50266	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	8	9	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	104	339	0	0	0	0	0	1	0	0
1	2019-07-17 06:13:00	2019-07-17 06:12:24	2019-07-17 06:13:24	2019-07-16 04:55:23	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	125	17	4	2	938	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	281	426	0	0	0	0	0	2	0	0
1	2019-07-17 06:13:00	2019-07-17 06:12:24	2019-07-17 06:13:30	2019-07-17 06:12:24	0	0	23.219.38.49	80	192.168.3.29	34426	12	0	12	12	0	0	0	0.0000	0	0	0.0000	15	1	16	213	213	9	13	1746	1746	100	100	100	0		0	detectportal.firefox.com	0	0				0	0	0	999	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	246016	0	0	0	9	1	1	1	0	0	1	1	1	231	1106	0	0	0	0	0	2	0	1
1	2019-07-17 06:13:00	2019-07-17 06:12:35	2019-07-17 06:13:35	2019-07-17 05:03:17	0	0	192.168.3.31	9200	192.168.3.29	49140	1	0	1	1	0	0	3	0.0000	0	0	0.0000	8	11	3005	1054	617	31	20	7913	4636	100	100	100	0		0		0	0				0	0	0	999	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	246016	0	0	0	9	1	1	1	0	0	1	1	1	231	1106	0	0	0	0	0	2	0	1
1	2019-07-17 06:13:00	2019-07-17 06:13:12	2019-07-17 06:13:42	2019-07-17 06:13:12	1	30	192.168.3.30	8081	192.168.3.34	50270	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	6	7	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	99	305	0	0	0	0	0	1	0	0
1	2019-07-17 06:13:00	2019-07-17 06:12:25	2019-07-17 06:13:53	2019-07-17 02:52:21	0	0	35.164.43.181	443	192.168.3.29	44100	24	0	25	24	0	0	0	0.0000	0	9	0.0000	42	42	42	33	46	4	6	369	513	100	100	100	0		0		0	0				0	0	0	999	4	1	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	246016	0	0	0	9	1	1	1	0	0	1	1	1	231	1106	0	0	0	0	0	2	0	1
1	2019-07-17 06:14:00	2019-07-17 06:13:24	2019-07-17 06:14:24	2019-07-16 04:55:23	0	0	192.168.3.31	9200	192.168.3.30	40504	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	124	17	4	2	936	132	100	100	100	0		0		0	0				0	0	0	999	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	281	426	0	0	0	0	0	2	0	0
1	2019-07-17 06:14:00	2019-07-17 06:13:30	2019-07-17 06:14:35	2019-07-17 06:12:24	0	0	23.219.38.49	80	192.168.3.29	34426	12	0	12	12	0	0	0	0.0000	0	0	0.0000	16	16	16	158	153	8	10	1296	1252	100	100	100	0		0	detectportal.firefox.com	0	0				0	0	0	999	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	40000	0	0	0	4	0	0	0	0	0	1	1	1	237	1178	0	0	0	0	0	3	0	1
1	2019-07-17 06:14:00	2019-07-17 06:13:35	2019-07-17 06:14:36	2019-07-17 05:03:17	0	0	192.168.3.31	9200	192.168.3.29	49140	1	0	1	1	0	0	3	0.0000	0	0	0.0000	13	9	3000	965	884	28	22	7364	6747	100	100	100	0		0		0	0				0	0	0	999	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	40000	0	0	0	4	0	0	0	0	0	1	1	1	237	1178	0	0	0	0	0	3	0	1
1	2019-07-17 06:14:00	2019-07-17 06:14:12	2019-07-17 06:14:42	2019-07-17 06:14:12	1	30	192.168.3.30	8081	192.168.3.34	50272	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2	8	9	158	70	5	4	593	264	100	100	100	0		0		0	0				0	0	0	999	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	1	1	1	0	0	104	339	0	0	0	0	0	1	0	0
